cui,preferred_name,semantic_types,token,frequency
C1292771,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",neop,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",3
C0010802,Cytogenetics,bmod,Cytogenetics,3
C0205329,Progressive,ftcn,Progressive,3
C0252642,"MLH1 protein, human","aapp,bacs","MLH1 protein, human",3
C0026606,Physical activity,dora,Physical activity,3
C0012159,Diet therapy,hlca,Diet therapy,3
C0012170,Dietary Carbohydrates,orch,Dietary Carbohydrates,3
C1136206,Glycemic Index,qnco,Glycemic Index,3
C2981326,high fructose corn syrup,food,high fructose corn syrup,3
C0299583,leptin,"aapp,horm",leptin,3
C0578022,Finding of body mass index,fndg,Finding of body mass index,3
C0205131,Axial,spco,Axial,3
C0037949,Vertebral column,bpoc,Vertebral column,3
C0036277,Bone structure of scapula,bpoc,Bone structure of scapula,3
C1306504,Geometric radius,qnco,Geometric radius,3
C0001728,Afferent Pathways,bpoc,Afferent Pathways,3
C0150775,Social Networks,popg,Social Networks,3
C0025485,Mesoderm,emst,Mesoderm,3
C0027789,Neural Crest,emst,Neural Crest,3
C0026609,Motor Neurons,cell,Motor Neurons,3
C0230194,Posterior abdominal wall,blor,Posterior abdominal wall,3
C0016504,Foot,bpoc,Foot,3
C0228084,Nerve root structure,bpoc,Nerve root structure,3
C0034943,"Reflex, Tendon",ortf,"Reflex, Tendon",3
C0243088,sequelae aspects,patf,sequelae aspects,3
C1442839,Hypervitaminosis D,dsyn,Hypervitaminosis D,3
C0008073,Developmental Disabilities,mobd,Developmental Disabilities,3
C1533148,Case unit dose,qnco,Case unit dose,3
C0205341,Repeat,ftcn,Repeat,3
C0031325,Pharmacogenetics,bmod,Pharmacogenetics,3
C0024591,Malignant hyperpyrexia due to anesthesia,dsyn,Malignant hyperpyrexia due to anesthesia,3
C0036505,Sebaceous Glands,bpoc,Sebaceous Glands,3
C0007117,Basal cell carcinoma,neop,Basal cell carcinoma,3
C0004170,Cervical Atlas,bpoc,Cervical Atlas,3
C0682708,White matter,tisu,White matter,3
C0037938,Spinal meninges,bpoc,Spinal meninges,3
C0553794,Diagnostic lumbar puncture,diap,Diagnostic lumbar puncture,3
C0027551,Needle device,medd,Needle device,3
C0008913,Bone structure of clavicle,bpoc,Bone structure of clavicle,3
C0460005,Trunk structure,blor,Trunk structure,3
C0013103,Drainage procedure,topp,Drainage procedure,3
C0449413,Mechanism of injury,ftcn,Mechanism of injury,3
C0344307,Absence of pain sensation,fndg,Absence of pain sensation,3
C0678226,Due to,ftcn,Due to,3
C0332853,Anastomosis,acab,Anastomosis,3
C0444466,Central venous,spco,Central venous,3
C0600406,venipuncture,topp,venipuncture,3
C0574501,Ga language,lang,Ga language,3
C0027365,Name,inpr,Name,3
C0012691,Dislocations,inpo,Dislocations,3
C0016536,Forearm,bpoc,Forearm,3
C0006091,Brachial plexus lesion,dsyn,Brachial plexus lesion,3
C0205266,Intact,qlco,Intact,3
C1444641,At risk,qlco,At risk,3
C0189477,Thoracentesis,topp,Thoracentesis,3
C0005898,Body Regions,blor,Body Regions,3
C0019296,"Inguinal Hernia, Indirect",dsyn,"Inguinal Hernia, Indirect",3
C0003617,Appendix,bpoc,Appendix,3
C0242697,Muscle Fibers,cell,Muscle Fibers,3
C0205128,Vertical,spco,Vertical,3
C0448168,Bony pelvis,bpoc,Bony pelvis,3
C0206248,Pelvic Diaphragm,bpoc,Pelvic Diaphragm,3
C0225273,Structure of adductor canal,bsoj,Structure of adductor canal,3
C0225265,Femoral triangle structure,bsoj,Femoral triangle structure,3
C0076994,Triad Acrylic Resin,"bodm,orch",Triad Acrylic Resin,3
C0021945,Body part inversion,anab,Body part inversion,3
C0042345,Varicosity,dsyn,Varicosity,3
C0029431,Osteoclasts,cell,Osteoclasts,3
C0222661,Compact bone,tisu,Compact bone,3
C0824691,Osteon,tisu,Osteon,3
C1522203,Interstitial Route of Drug Administration,ftcn,Interstitial Route of Drug Administration,3
C0770558,human calcitonin,"aapp,horm,phsu",human calcitonin,3
C0029456,Osteoporosis,dsyn,Osteoporosis,3
C0020598,Hypocalcemia,dsyn,Hypocalcemia,3
C0032854,Poverty,grpa,Poverty,3
C0030520,parathyroid hormone,"aapp,horm,phsu",parathyroid hormone,3
C0037633,Solutions,sbst,Solutions,3
C1948053,Period (temporal qualifier),tmco,Period (temporal qualifier),3
C0205269,Unresponsive to Treatment,ftcn,Unresponsive to Treatment,3
C0225828,"Myocytes, Cardiac",cell,"Myocytes, Cardiac",3
C1325847,Sensitization (observable entity),orgf,Sensitization (observable entity),3
C0221971,Hair follicle structure,bpoc,Hair follicle structure,3
C0012000,Diastole,clna,Diastole,3
C1254021,Media layer,tisu,Media layer,3
C0225342,Adventitia,tisu,Adventitia,3
C3714584,"Transformation, function",phsf,"Transformation, function",3
C0013274,Patent ductus arteriosus,cgab,Patent ductus arteriosus,3
C0015965,Fetus,emst,Fetus,3
C0596997,Myogenesis,celf,Myogenesis,3
C0026844,"Muscle, Smooth, Vascular",tisu,"Muscle, Smooth, Vascular",3
C0020309,Hydrostatic Pressure,npop,Hydrostatic Pressure,3
C1621793,Sturnidae,bird,Sturnidae,3
C0028778,Obstruction,patf,Obstruction,3
C0814002,Neurogenesis,orgf,Neurogenesis,3
C0018792,Heart Atrium,bpoc,Heart Atrium,3
C0232217,Cardiac conduction,ortf,Cardiac conduction,3
C0023820,Lipoproteins,"aapp,bacs",Lipoproteins,3
C0524620,Metabolic Syndrome X,dsyn,Metabolic Syndrome X,3
C0003402,Antioxidants,phsu,Antioxidants,3
C0013725,Eicosanoids,orch,Eicosanoids,3
C0302912,Radicals (chemistry),chvs,Radicals (chemistry),3
C0036581,selenium,"bacs,elii,phsu",selenium,3
C0002736,Amyotrophic Lateral Sclerosis,dsyn,Amyotrophic Lateral Sclerosis,3
C0021141,Inappropriate ADH Syndrome,dsyn,Inappropriate ADH Syndrome,3
C0412478,Extracellular fluid volume measurement,diap,Extracellular fluid volume measurement,3
C0546884,Hypovolemia,fndg,Hypovolemia,3
C0027481,Atrial Natriuretic Factor,"aapp,bacs",Atrial Natriuretic Factor,3
C1272641,Systemic arterial pressure,fndg,Systemic arterial pressure,3
C0155616,Secondary hypertension,dsyn,Secondary hypertension,3
C0333668,Depletion,ftcn,Depletion,3
C1299266,Systemic arterial blood,tisu,Systemic arterial blood,3
C0035231,Respiratory Muscles,bpoc,Respiratory Muscles,3
C0225776,Visceral pleura,bpoc,Visceral pleura,3
C0178987,Artificial Airways,medd,Artificial Airways,3
C0231820,Dynamic compression of airways,fndg,Dynamic compression of airways,3
C0035273,Resuscitation procedure,topp,Resuscitation procedure,3
C0034063,Pulmonary Edema,patf,Pulmonary Edema,3
C0232180,Cardiac shunt,fndg,Cardiac shunt,3
C0004048,Inspiration function,orgf,Inspiration function,3
C0222607,Breast collecting duct,bpoc,Breast collecting duct,3
C0354100,Loop Diuretics,phsu,Loop Diuretics,3
C0541746,Thiazides,"orch,phsu",Thiazides,3
C0021936,inulin,"irda,orch,phsu",inulin,3
C0013852,Electrons,elii,Electrons,3
C0003850,Arteriosclerosis,dsyn,Arteriosclerosis,3
C0340643,Dissection of aorta,dsyn,Dissection of aorta,3
C0230150,Posterior mediastinum,blor,Posterior mediastinum,3
C0733947,Lung root,bpoc,Lung root,3
C0018826,Heart Valves,bpoc,Heart Valves,3
C0205042,Coronary artery,bpoc,Coronary artery,3
C0542538,Observation of Sensation,fndg,Observation of Sensation,3
C1179705,S2 innervation,blor,S2 innervation,3
C0449254,Cardiac cycle phase,tmco,Cardiac cycle phase,3
C0026264,Mitral Valve,bpoc,Mitral Valve,3
C2746065,Stop (qualifier value),tmco,Stop (qualifier value),3
C0018818,Ventricular Septal Defects,cgab,Ventricular Septal Defects,3
C0041207,"Truncus Arteriosus, Persistent",cgab,"Truncus Arteriosus, Persistent",3
C0018798,Congenital Heart Defects,cgab,Congenital Heart Defects,3
C0007177,Cardiac Tamponade,dsyn,Cardiac Tamponade,3
C1258017,Heart Contractility,ortf,Heart Contractility,3
C0175730,biomedical tube device,medd,biomedical tube device,3
C1277194,Action stage,qlco,Action stage,3
C0234084,Conduction rate of nerve cell and nerve fiber,ortf,Conduction rate of nerve cell and nerve fiber,3
C0205554,Automated (qualifier value),ftcn,Automated (qualifier value),3
C0008731,Chylomicrons,"aapp,bacs",Chylomicrons,3
C0020443,Hypercholesterolemia,dsyn,Hypercholesterolemia,3
C0444186,Smear test,diap,Smear test,3
C0014772,Red Blood Cell Count measurement,lbpr,Red Blood Cell Count measurement,3
C0242767,Stem of plant,plnt,Stem of plant,3
C0005953,Bone Marrow,tisu,Bone Marrow,3
C0014819,Erythropoiesis,ortf,Erythropoiesis,3
C0740166,Hemostasis procedure,topp,Hemostasis procedure,3
C0018183,granulocyte,cell,granulocyte,3
C0002874,Aplastic Anemia,dsyn,Aplastic Anemia,3
C0005789,Blood Coagulation Factor,"aapp,bacs,phsu",Blood Coagulation Factor,3
C0042880,Vitamin K Deficiency,dsyn,Vitamin K Deficiency,3
C0525032,International Normalized Ratio,lbpr,International Normalized Ratio,3
C0445617,Morphological type,inpr,Morphological type,3
C0025516,"Metabolic Detoxication, Drug",orgf,"Metabolic Detoxication, Drug",3
C0032930,Precipitating Factors,clna,Precipitating Factors,3
C0024651,Malt Grain,food,Malt Grain,3
C0927195,Stroma,bpoc,Stroma,3
C0040421,Palatine Tonsil,bpoc,Palatine Tonsil,3
C0178802,Pleural cavity,bsoj,Pleural cavity,3
C0016538,Projections and Predictions,inpr,Projections and Predictions,3
C0796494,lobe,bpoc,lobe,3
C0264558,Tension Pneumothorax,dsyn,Tension Pneumothorax,3
C0004144,Atelectasis,patf,Atelectasis,3
C0008679,Chronic disease,dsyn,Chronic disease,3
C0008677,"Bronchitis, Chronic",dsyn,"Bronchitis, Chronic",3
C0032326,Pneumothorax,dsyn,Pneumothorax,3
C0016815,Functional Residual Capacity,fndg,Functional Residual Capacity,3
C0015936,Fetal Hemoglobin,"aapp,bacs",Fetal Hemoglobin,3
C0007018,carbon monoxide,"hops,inch",carbon monoxide,3
C3542953,Module (core metadata concept),inpr,Module (core metadata concept),3
C0019045,Hemoglobinopathies,dsyn,Hemoglobinopathies,3
C0026591,Mother (person),famg,Mother (person),3
C0016529,Forced expiratory volume function,ortf,Forced expiratory volume function,3
C0523807,Oxygen saturation measurement,lbpr,Oxygen saturation measurement,3
C0242295,Dietary Supplements,food,Dietary Supplements,3
C0340968,Deficiency of pyruvate kinase,dsyn,Deficiency of pyruvate kinase,3
C0522512,With shape,spco,With shape,3
C0005767,Blood,bdsu,Blood,3
C0921005,Lobule,bpoc,Lobule,3
C0022889,Labyrinth,bpoc,Labyrinth,3
C0025148,Medulla Oblongata,bpoc,Medulla Oblongata,3
C0347985,During values,tmco,During values,3
C0205386,Descending,qlco,Descending,3
C0205385,Ascending,qlco,Ascending,3
C0205217,Increased,qlco,Increased,3
C0267792,Hepatobiliary Disorder,dsyn,Hepatobiliary Disorder,3
C0007841,Ceruloplasmin,"aapp,enzy",Ceruloplasmin,3
C0042036,Urine,bdsu,Urine,3
C0162283,Nephrogenic Diabetes Insipidus,dsyn,Nephrogenic Diabetes Insipidus,3
C0441932,Hepatic Involvement,clas,Hepatic Involvement,3
C0022674,Renal tubule structure,bpoc,Renal tubule structure,3
C0002611,ammonium,inch,ammonium,3
C0034194,Pyloric Stenosis,patf,Pyloric Stenosis,3
C0449438,Status,qlco,Status,3
C0424612,Obese build,orga,Obese build,3
C2362652,Possible diagnosis,qlco,Possible diagnosis,3
C0020656,Hypothalamic Hormones,"aapp,horm",Hypothalamic Hormones,3
C0037659,somatostatin,"aapp,horm,phsu",somatostatin,3
C1156245,Growth pattern,fndg,Growth pattern,3
C0033414,Promotion (action),acty,Promotion (action),3
C0221284,Leptocyte,cell,Leptocyte,3
C0347984,During,tmco,During,3
C0201874,Amino acids measurement,lbpr,Amino acids measurement,3
C0013030,dopamine,"bacs,orch,phsu",dopamine,3
C0699900,Catabolism,orgf,Catabolism,3
C0030567,Parkinson Disease,dsyn,Parkinson Disease,3
C0683001,Therapeutic Steroid Hormone,orch,Therapeutic Steroid Hormone,3
C0017471,Germ Cells,cell,Germ Cells,3
C1998602,Meal (occasion for eating),dora,Meal (occasion for eating),3
C0428462,Measurement of serum lipid level,lbpr,Measurement of serum lipid level,3
C0362046,Prediabetes syndrome,dsyn,Prediabetes syndrome,3
C0021670,insulinoma,neop,insulinoma,3
C1882913,Recombinant parathyroid hormone,"aapp,horm,phsu",Recombinant parathyroid hormone,3
C0225295,Ischiorectal fossa structure,bsoj,Ischiorectal fossa structure,3
C0228959,Structure of pudendal nerve,bpoc,Structure of pudendal nerve,3
C0031153,Peritoneum,tisu,Peritoneum,3
C0042066,Genitourinary system,bdsy,Genitourinary system,3
C0234245,Visceral Pain,sosy,Visceral Pain,3
C0231337,Senility,fndg,Senility,3
C0018067,Gonadal structure,bpoc,Gonadal structure,3
C0439682,Follicular,qlco,Follicular,3
C0010092,Structure of corpus luteum of ovary,bpoc,Structure of corpus luteum of ovary,3
C0025329,Menstrual cycle,orgf,Menstrual cycle,3
C0014180,Endometrium,bpoc,Endometrium,3
C0042133,Uterine Fibroids,neop,Uterine Fibroids,3
C0007868,Cervical dysplasia,dsyn,Cervical dysplasia,3
C0025344,Menstruation,orgf,Menstruation,3
C0334094,Proliferation (morphologic abnormality),patf,Proliferation (morphologic abnormality),3
C0700589,Contraceptive methods,topp,Contraceptive methods,3
C0205144,Junctional,spco,Junctional,3
C0002638,Amniotic Fluid,bdsu,Amniotic Fluid,3
C0312853,Hemolytic (qualifier value),qlco,Hemolytic (qualifier value),3
C0441468,photograph,mnob,photograph,3
C0040845,tretinoin,"hops,orch,phsu",tretinoin,3
C0009678,Congenital MeSH qualifier,qlco,Congenital MeSH qualifier,3
C0258846,"SHH protein, human","aapp,bacs","SHH protein, human",3
C0043481,zinc,"bacs,elii,phsu",zinc,3
C0037855,Spermatic Cord,bpoc,Spermatic Cord,3
C0026492,Monosaccharides,orch,Monosaccharides,3
C0039841,Thiamine Deficiency,dsyn,Thiamine Deficiency,3
C0227389,Descending colon,bpoc,Descending colon,3
C0022378,Jejunum,bpoc,Jejunum,3
C0920330,Pancreatic enzyme,"aapp,enzy,phsu",Pancreatic enzyme,3
C0242216,Biliary calculi,bdsu,Biliary calculi,3
C0003615,Appendicitis,dsyn,Appendicitis,3
C0523676,Glycerol measurement,lbpr,Glycerol measurement,3
C0023796,Lipolysis,orgf,Lipolysis,3
C0005802,Blood Glucose,orch,Blood Glucose,3
C0009368,Colon structure (body structure),bpoc,Colon structure (body structure),3
C0025517,Metabolic Diseases,dsyn,Metabolic Diseases,3
C0006935,capsule (pharmacologic),bodm,capsule (pharmacologic),3
C0001339,"Pancreatitis, Acute",dsyn,"Pancreatitis, Acute",3
C0024779,Map,inpr,Map,3
C1304890,Enteral,spco,Enteral,3
C0005390,Bile Acids,"bacs,orch",Bile Acids,3
C0036140,Salts,chvs,Salts,3
C0011135,Defecation,orgf,Defecation,3
C0017786,Glutamate Dehydrogenase,"aapp,enzy",Glutamate Dehydrogenase,3
C0017789,Glutamates,aapp,Glutamates,3
C0017797,glutamine,"aapp,bacs,phsu",glutamine,3
C0220994,Hyperammonemia,dsyn,Hyperammonemia,3
C0034272,pyridoxine,"orch,phsu,vita",pyridoxine,3
C0030559,"Parietal Cells, Gastric",cell,"Parietal Cells, Gastric",3
C1659046,"secretin human, synthetic","aapp,horm,phsu","secretin human, synthetic",3
C0025521,Inborn Errors of Metabolism,"cgab,dsyn",Inborn Errors of Metabolism,3
C1292726,Associated disorder,ftcn,Associated disorder,3
C0333562,Deposition,ftcn,Deposition,3
C0457464,types of diseases,inpr,types of diseases,3
C0341439,Chronic liver disease,dsyn,Chronic liver disease,3
C1552644,Greek letter gamma,inpr,Greek letter gamma,3
C0243042,Inflammation Mediators,phsu,Inflammation Mediators,3
C3888846,Hyperosmolar Hyperglycemic State,dsyn,Hyperosmolar Hyperglycemic State,3
C0443258,Microvascular,ftcn,Microvascular,3
C0442874,Neuropathy,dsyn,Neuropathy,3
C0687725,Alcoholics,podg,Alcoholics,3
C1281952,Cerebral lobe,bpoc,Cerebral lobe,3
C0587267,Closed,ftcn,Closed,3
C0035507,hindbrain,bpoc,hindbrain,3
C1283379,Surface of brain,blor,Surface of brain,3
C0031837,Physics,ocdi,Physics,3
C0230042,Structure of fossa of cranial cavity,blor,Structure of fossa of cranial cavity,3
C0205196,Communicating,ftcn,Communicating,3
C0443324,Traditional origin,ftcn,Traditional origin,3
C0282654,Clinical Pathways,inpr,Clinical Pathways,3
C3714605,Pain Perception,orgf,Pain Perception,3
C1515187,Take,hlca,Take,3
C0034942,"Reflex, Stretch",ortf,"Reflex, Stretch",3
C0231519,Gegenhalten,fndg,Gegenhalten,3
C0560912,Unit of motion,qnco,Unit of motion,3
C0524459,Lower motor neuron,cell,Lower motor neuron,3
C0023343,Leprosy,dsyn,Leprosy,3
C1263846,Attention deficit hyperactivity disorder,mobd,Attention deficit hyperactivity disorder,3
C0010031,Cornea,bpoc,Cornea,3
C0029127,Optic Disk,bpoc,Optic Disk,3
C0016823,Structure of fundus of eye,bpoc,Structure of fundus of eye,3
C0182046,Ophthalmoscopes,medd,Ophthalmoscopes,3
C0042812,Visual Acuity,clna,Visual Acuity,3
C0423049,Pupil light reflex,clna,Pupil light reflex,3
C0227662,Macula densa,bpoc,Macula densa,3
C0009393,Color,qlco,Color,3
C0026597,Motion,npop,Motion,3
C0036622,Semicircular canal structure,bpoc,Semicircular canal structure,3
C0013453,External Ear,bpoc,External Ear,3
C0013444,External auditory canal structure,bpoc,External auditory canal structure,3
C1510420,Cavitation,anab,Cavitation,3
C0027816,Neuroanatomy,bmod,Neuroanatomy,3
C0441800,Grade,clas,Grade,3
C0230073,Posterior triangle of neck,blor,Posterior triangle of neck,3
C0226897,Vestibule of mouth,bsoj,Vestibule of mouth,3
C0149596,Vestibular fold,bpoc,Vestibular fold,3
C0023054,Laryngeal muscle structure,bpoc,Laryngeal muscle structure,3
C0024949,Structure of maxillary artery,bpoc,Structure of maxillary artery,3
C0019937,Horner Syndrome,dsyn,Horner Syndrome,3
C0001578,Adolescence,tmco,Adolescence,3
C1282913,Circular,spco,Circular,3
C0184532,Dying Process,orgf,Dying Process,3
C0085555,Hospice Care,hlca,Hospice Care,3
C0199182,History taking,hlca,History taking,3
C0205170,Good,qlco,Good,3
C1300072,Tumor stage,clna,Tumor stage,3
C0009647,Conditioning (Psychology),menp,Conditioning (Psychology),3
C0013987,Emotions,menp,Emotions,3
C0003469,Anxiety Disorders,mobd,Anxiety Disorders,3
C0011251,Delusional disorder,mobd,Delusional disorder,3
C0011570,Mental Depression,mobd,Mental Depression,3
C0282411,Published Comment,inpr,Published Comment,3
C0549622,Sexual Dysfunction,mobd,Sexual Dysfunction,3
C0949582,Genus Hippocampus,fish,Genus Hippocampus,3
C0011265,Presenile dementia,mobd,Presenile dementia,3
C0152128,Drug withdrawal syndrome,dsyn,Drug withdrawal syndrome,3
C1113679,patient safety,hlca,patient safety,3
C0002461,American Medical Association,pros,American Medical Association,3
C0087130,Uncertainty,fndg,Uncertainty,3
C0085557,Infectious disease prevention / control,hlca,Infectious disease prevention / control,3
C0041703,United States,geoa,United States,3
C0427944,Determination of bacterial growth,lbtr,Determination of bacterial growth,3
C3887843,Microbiota (environment),orgm,Microbiota (environment),3
C0081786,Microbial Biofilms,bact,Microbial Biofilms,3
C0019664,History,ocdi,History,3
C0456148,Null Value,inpr,Null Value,3
C0024518,Major Histocompatibility Complex,gngm,Major Histocompatibility Complex,3
C0011109,Decision Making,menp,Decision Making,3
C0038056,Sputum,bdsu,Sputum,3
C0243040,"Adhesins, Bacterial","aapp,imft","Adhesins, Bacterial",3
C0024790,Paroxysmal nocturnal hemoglobinuria,dsyn,Paroxysmal nocturnal hemoglobinuria,3
C0018696,Health Care Systems,hcro,Health Care Systems,3
C0009247,Cohort Studies,qnco,Cohort Studies,3
C0008972,Clinical Research,resa,Clinical Research,3
C0220808,Financial compensation,qnco,Financial compensation,3
C0302523,Observation in research,resa,Observation in research,3
C0034788,"Receptors, Antigen","aapp,imft,rcpt","Receptors, Antigen",3
C0021017,Immunoglobulin Isotypes,"aapp,imft",Immunoglobulin Isotypes,3
C0599807,Informatics (discipline),ocdi,Informatics (discipline),3
C0042210,Vaccines,"aapp,imft,phsu",Vaccines,3
C0038495,"Students, Medical",prog,"Students, Medical",3
C0033278,Professional Competence,qlco,Professional Competence,3
C1527243,ethics qualifier,ftcn,ethics qualifier,3
C0162443,Journal,"inpr,mnob",Journal,3
C0004716,Baltimore,geoa,Baltimore,3
C0042469,Venezuela,geoa,Venezuela,3
C0009669,confidentiality,idcn,confidentiality,3
C0700287,Reporting,hlca,Reporting,3
C0200499,ABO blood grouping,lbpr,ABO blood grouping,3
C0020966,Cellular Immunity,orgf,Cellular Immunity,3
